street,countline_date,countline_hour,iso_dow,hour_of_week,is_weekend,total_count,pedestrian_count,cyclist_count,vehicle_count,active_countlines
Abel Smith St,2026-04-01,0,3,48,false,19,8,,11,4
Abel Smith St,2026-04-01,1,3,49,false,8,1,,7,2
Abel Smith St,2026-04-01,2,3,50,false,10,2,,8,2
Abel Smith St,2026-04-01,3,3,51,false,7,2,,5,2
Abel Smith St,2026-04-01,4,3,52,false,8,1,1,6,3
Abel Smith St,2026-04-01,5,3,53,false,25,8,1,16,3
Abel Smith St,2026-04-01,6,3,54,false,99,35,2,62,4
Abel Smith St,2026-04-01,7,3,55,false,284,102,10,172,4
Abel Smith St,2026-04-01,8,3,56,false,575,216,34,325,4
Abel Smith St,2026-04-01,9,3,57,false,362,115,19,228,4
Abel Smith St,2026-04-01,10,3,58,false,247,99,6,142,4
Abel Smith St,2026-04-01,11,3,59,false,260,102,11,147,4
Abel Smith St,2026-04-01,12,3,60,false,259,104,2,153,4
Abel Smith St,2026-04-01,13,3,61,false,262,116,8,138,4
Abel Smith St,2026-04-01,14,3,62,false,286,119,4,163,4
Abel Smith St,2026-04-01,15,3,63,false,312,156,8,148,4
Abel Smith St,2026-04-01,16,3,64,false,312,152,11,149,4
Abel Smith St,2026-04-01,17,3,65,false,406,222,14,170,4
Abel Smith St,2026-04-01,18,3,66,false,345,131,21,193,4
Abel Smith St,2026-04-01,19,3,67,false,238,78,10,150,4
Abel Smith St,2026-04-01,20,3,68,false,175,67,1,107,4
Abel Smith St,2026-04-01,21,3,69,false,144,46,2,96,4
Abel Smith St,2026-04-01,22,3,70,false,90,33,1,56,4
Abel Smith St,2026-04-01,23,3,71,false,39,16,1,22,3
Abel Smith St,2026-04-02,0,4,72,false,24,5,1,18,4
Abel Smith St,2026-04-02,1,4,73,false,25,14,,11,4
Abel Smith St,2026-04-02,2,4,74,false,10,3,,7,2
Abel Smith St,2026-04-02,3,4,75,false,7,,,7,1
Abel Smith St,2026-04-02,4,4,76,false,15,2,1,12,2
Abel Smith St,2026-04-02,5,4,77,false,31,4,,27,3
Abel Smith St,2026-04-02,6,4,78,false,87,32,,55,3
Abel Smith St,2026-04-02,7,4,79,false,289,104,9,176,4
Abel Smith St,2026-04-02,8,4,80,false,558,205,27,326,4
Abel Smith St,2026-04-02,9,4,81,false,337,108,15,214,4
Abel Smith St,2026-04-02,10,4,82,false,276,103,10,163,4
Abel Smith St,2026-04-02,11,4,83,false,253,105,4,144,4
Abel Smith St,2026-04-02,12,4,84,false,273,119,4,150,4
Abel Smith St,2026-04-02,13,4,85,false,267,103,5,159,4
Abel Smith St,2026-04-02,14,4,86,false,300,110,5,185,4
Abel Smith St,2026-04-02,15,4,87,false,346,146,15,185,4
Abel Smith St,2026-04-02,16,4,88,false,330,150,19,161,4
Abel Smith St,2026-04-02,17,4,89,false,399,177,13,209,4
Abel Smith St,2026-04-02,18,4,90,false,324,145,12,167,4
Abel Smith St,2026-04-02,19,4,91,false,235,90,8,137,4
Abel Smith St,2026-04-02,20,4,92,false,197,62,3,132,4
Abel Smith St,2026-04-02,21,4,93,false,168,45,3,120,4
Abel Smith St,2026-04-02,22,4,94,false,102,34,2,66,4
Abel Smith St,2026-04-02,23,4,95,false,65,19,2,44,3
Abel Smith St,2026-04-03,0,5,96,false,40,12,,28,4
Abel Smith St,2026-04-03,1,5,97,false,21,1,1,19,2
Abel Smith St,2026-04-03,2,5,98,false,9,5,,4,2
Abel Smith St,2026-04-03,3,5,99,false,8,,,8,1
Abel Smith St,2026-04-03,4,5,100,false,9,2,,7,2
Abel Smith St,2026-04-03,5,5,101,false,16,3,,13,3
Abel Smith St,2026-04-03,6,5,102,false,26,9,,17,4
Abel Smith St,2026-04-03,7,5,103,false,48,16,1,31,4
Abel Smith St,2026-04-03,8,5,104,false,111,30,5,76,4
Abel Smith St,2026-04-03,9,5,105,false,140,52,8,80,4
Abel Smith St,2026-04-03,10,5,106,false,155,68,3,84,4
Abel Smith St,2026-04-03,11,5,107,false,195,96,9,90,4
Abel Smith St,2026-04-03,12,5,108,false,184,75,8,101,4
Abel Smith St,2026-04-03,13,5,109,false,214,99,4,111,4
Abel Smith St,2026-04-03,14,5,110,false,215,106,10,99,4
Abel Smith St,2026-04-03,15,5,111,false,204,92,4,108,4
Abel Smith St,2026-04-03,16,5,112,false,253,115,4,134,4
Abel Smith St,2026-04-03,17,5,113,false,193,70,2,121,4
Abel Smith St,2026-04-03,18,5,114,false,197,85,,112,4
Abel Smith St,2026-04-03,19,5,115,false,146,49,3,94,4
Abel Smith St,2026-04-03,20,5,116,false,139,30,,109,4
Abel Smith St,2026-04-03,21,5,117,false,130,42,1,87,4
Abel Smith St,2026-04-03,22,5,118,false,104,27,3,74,4
Abel Smith St,2026-04-03,23,5,119,false,58,20,,38,4
Abel Smith St,2026-04-04,0,6,120,true,60,24,1,35,4
Abel Smith St,2026-04-04,1,6,121,true,17,6,,11,4
Abel Smith St,2026-04-04,2,6,122,true,11,,,11,1
Abel Smith St,2026-04-04,3,6,123,true,13,3,,10,2
Abel Smith St,2026-04-04,4,6,124,true,9,1,1,7,3
Abel Smith St,2026-04-04,5,6,125,true,9,1,,8,2
Abel Smith St,2026-04-04,6,6,126,true,28,9,1,18,3
Abel Smith St,2026-04-04,7,6,127,true,57,28,3,26,4
Abel Smith St,2026-04-04,8,6,128,true,127,38,17,72,4
Abel Smith St,2026-04-04,9,6,129,true,165,67,13,85,4
Abel Smith St,2026-04-04,10,6,130,true,215,107,10,98,4
Abel Smith St,2026-04-04,11,6,131,true,275,125,14,136,4
Abel Smith St,2026-04-04,12,6,132,true,287,134,4,149,4
Abel Smith St,2026-04-04,13,6,133,true,302,147,8,147,4
Abel Smith St,2026-04-04,14,6,134,true,251,107,6,138,4
Abel Smith St,2026-04-04,15,6,135,true,280,134,3,143,4
Abel Smith St,2026-04-04,16,6,136,true,253,124,7,122,4
Abel Smith St,2026-04-04,17,6,137,true,289,129,5,155,4
Abel Smith St,2026-04-04,18,6,138,true,236,108,1,127,4
Abel Smith St,2026-04-04,19,6,139,true,199,92,8,99,4
Abel Smith St,2026-04-04,20,6,140,true,159,57,3,99,4
Abel Smith St,2026-04-04,21,6,141,true,113,46,,67,4
Abel Smith St,2026-04-04,22,6,142,true,106,30,2,74,4
Abel Smith St,2026-04-04,23,6,143,true,98,32,3,63,4
Abel Smith St,2026-04-05,0,7,144,true,103,53,1,49,4
Abel Smith St,2026-04-05,1,7,145,true,52,16,1,35,4
Abel Smith St,2026-04-05,2,7,146,true,34,14,,20,4
Abel Smith St,2026-04-05,3,7,147,true,12,3,,9,3
Abel Smith St,2026-04-05,4,7,148,true,9,2,,7,2
Abel Smith St,2026-04-05,5,7,149,true,18,2,1,15,4
Abel Smith St,2026-04-05,6,7,150,true,29,8,,21,4
Abel Smith St,2026-04-05,7,7,151,true,51,21,4,26,4
Abel Smith St,2026-04-05,8,7,152,true,91,33,2,56,4
Abel Smith St,2026-04-05,9,7,153,true,129,66,1,62,4
Abel Smith St,2026-04-05,10,7,154,true,201,100,5,96,4
Abel Smith St,2026-04-05,11,7,155,true,206,95,4,107,4
Abel Smith St,2026-04-05,12,7,156,true,205,98,12,95,4
Abel Smith St,2026-04-05,13,7,157,true,184,93,1,90,4
Abel Smith St,2026-04-05,14,7,158,true,220,93,8,119,4
Abel Smith St,2026-04-05,15,7,159,true,204,84,3,117,4
Abel Smith St,2026-04-05,16,7,160,true,194,97,4,93,4
Abel Smith St,2026-04-05,17,7,161,true,209,95,3,111,4
Abel Smith St,2026-04-05,18,7,162,true,135,39,2,94,4
Abel Smith St,2026-04-05,19,7,163,true,112,38,1,73,4
Abel Smith St,2026-04-05,20,7,164,true,108,27,,81,4
Abel Smith St,2026-04-05,21,7,165,true,83,32,,51,4
Abel Smith St,2026-04-05,22,7,166,true,71,20,1,50,3
Abel Smith St,2026-04-05,23,7,167,true,34,7,1,26,3
Abel Smith St,2026-04-06,0,1,0,false,19,2,,17,3
Abel Smith St,2026-04-06,1,1,1,false,15,3,,12,4
Abel Smith St,2026-04-06,2,1,2,false,6,1,,5,2
Abel Smith St,2026-04-06,3,1,3,false,8,,,8,1
Abel Smith St,2026-04-06,4,1,4,false,10,2,,8,2
Abel Smith St,2026-04-06,5,1,5,false,12,1,,11,2
Abel Smith St,2026-04-06,6,1,6,false,32,8,,24,3
Abel Smith St,2026-04-06,7,1,7,false,41,15,2,24,4
Abel Smith St,2026-04-06,8,1,8,false,98,44,4,50,4
Abel Smith St,2026-04-06,9,1,9,false,179,85,6,88,4
Abel Smith St,2026-04-06,10,1,10,false,222,123,6,93,4
Abel Smith St,2026-04-06,11,1,11,false,234,122,8,104,4
Abel Smith St,2026-04-06,12,1,12,false,224,104,2,118,4
Abel Smith St,2026-04-06,13,1,13,false,211,92,8,111,4
Abel Smith St,2026-04-06,14,1,14,false,243,93,12,138,4
Abel Smith St,2026-04-06,15,1,15,false,245,107,6,132,4
Abel Smith St,2026-04-06,16,1,16,false,209,104,11,94,4
Abel Smith St,2026-04-06,17,1,17,false,229,98,4,127,4
Abel Smith St,2026-04-06,18,1,18,false,188,80,4,104,4
Abel Smith St,2026-04-06,19,1,19,false,124,35,3,86,4
Abel Smith St,2026-04-06,20,1,20,false,120,35,2,83,4
Abel Smith St,2026-04-06,21,1,21,false,71,12,2,57,4
Abel Smith St,2026-04-06,22,1,22,false,58,16,3,39,4
Abel Smith St,2026-04-06,23,1,23,false,36,8,,28,4
Abel Smith St,2026-04-07,0,2,24,false,16,3,,13,3
Abel Smith St,2026-04-07,1,2,25,false,9,,,9,1
Abel Smith St,2026-04-07,2,2,26,false,4,,,4,1
Abel Smith St,2026-04-07,3,2,27,false,6,4,,2,2
Abel Smith St,2026-04-07,4,2,28,false,11,3,,8,4
Abel Smith St,2026-04-07,5,2,29,false,38,7,1,30,3
Abel Smith St,2026-04-07,6,2,30,false,105,33,4,68,4
Abel Smith St,2026-04-07,7,2,31,false,273,121,10,142,4
Abel Smith St,2026-04-07,8,2,32,false,406,164,23,219,4
Abel Smith St,2026-04-07,9,2,33,false,219,72,3,144,4
Abel Smith St,2026-04-07,10,2,34,false,232,104,1,127,4
Abel Smith St,2026-04-07,11,2,35,false,209,94,7,108,4
Abel Smith St,2026-04-07,12,2,36,false,234,85,4,145,4
Abel Smith St,2026-04-07,13,2,37,false,219,96,1,122,4
Abel Smith St,2026-04-07,14,2,38,false,246,94,6,146,4
Abel Smith St,2026-04-07,15,2,39,false,219,96,5,118,4
Abel Smith St,2026-04-07,16,2,40,false,288,132,13,143,4
Abel Smith St,2026-04-07,17,2,41,false,344,180,15,149,4
Abel Smith St,2026-04-07,18,2,42,false,287,133,10,144,4
Abel Smith St,2026-04-07,19,2,43,false,181,70,5,106,4
Abel Smith St,2026-04-07,20,2,44,false,152,43,3,106,4
Abel Smith St,2026-04-07,21,2,45,false,135,28,3,104,4
Abel Smith St,2026-04-07,22,2,46,false,63,19,2,42,4
Abel Smith St,2026-04-07,23,2,47,false,36,8,3,25,3
Abel Smith St,2026-04-08,0,3,48,false,26,7,2,17,4
Abel Smith St,2026-04-08,1,3,49,false,15,1,1,13,2
Abel Smith St,2026-04-08,2,3,50,false,6,,,6,1
Abel Smith St,2026-04-08,3,3,51,false,11,8,,3,2
Abel Smith St,2026-04-08,4,3,52,false,11,3,,8,3
Abel Smith St,2026-04-08,5,3,53,false,22,3,1,18,3
Abel Smith St,2026-04-08,6,3,54,false,108,24,2,82,4
Abel Smith St,2026-04-08,7,3,55,false,280,100,8,172,4
Abel Smith St,2026-04-08,8,3,56,false,367,126,14,227,4
Abel Smith St,2026-04-08,9,3,57,false,220,60,6,154,4
Abel Smith St,2026-04-08,10,3,58,false,182,59,2,121,4
Abel Smith St,2026-04-08,11,3,59,false,196,62,1,133,4
Abel Smith St,2026-04-08,12,3,60,false,222,82,4,136,4
Abel Smith St,2026-04-08,13,3,61,false,214,75,2,137,4
Abel Smith St,2026-04-08,14,3,62,false,238,94,6,138,4
Abel Smith St,2026-04-08,15,3,63,false,215,74,3,138,4
Abel Smith St,2026-04-08,16,3,64,false,276,120,14,142,4
Abel Smith St,2026-04-08,17,3,65,false,375,181,14,180,4
Abel Smith St,2026-04-08,18,3,66,false,284,136,9,139,4
Abel Smith St,2026-04-08,19,3,67,false,176,69,2,105,4
Abel Smith St,2026-04-08,20,3,68,false,140,41,2,97,3
Abel Smith St,2026-04-08,21,3,69,false,146,36,6,104,4
Abel Smith St,2026-04-08,22,3,70,false,77,29,,48,3
Abel Smith St,2026-04-08,23,3,71,false,24,7,1,16,3
Abel Smith St,2026-04-09,0,4,72,false,16,4,2,10,3
Abel Smith St,2026-04-09,1,4,73,false,23,6,,17,4
Abel Smith St,2026-04-09,2,4,74,false,8,3,,5,2
Abel Smith St,2026-04-09,3,4,75,false,11,5,2,4,4
Abel Smith St,2026-04-09,4,4,76,false,8,2,,6,3
Abel Smith St,2026-04-09,5,4,77,false,26,4,2,20,3
Abel Smith St,2026-04-09,6,4,78,false,114,46,4,64,4
Abel Smith St,2026-04-09,7,4,79,false,297,113,14,170,4
Abel Smith St,2026-04-09,8,4,80,false,444,166,23,255,4
Abel Smith St,2026-04-09,9,4,81,false,286,94,12,180,4
Abel Smith St,2026-04-09,10,4,82,false,241,91,3,147,4
Abel Smith St,2026-04-09,11,4,83,false,256,97,5,154,4
Abel Smith St,2026-04-09,12,4,84,false,270,129,6,135,4
Abel Smith St,2026-04-09,13,4,85,false,300,124,6,170,4
Abel Smith St,2026-04-09,14,4,86,false,277,132,5,140,4
Abel Smith St,2026-04-09,15,4,87,false,286,139,8,139,4
Abel Smith St,2026-04-09,16,4,88,false,321,162,13,146,4
Abel Smith St,2026-04-09,17,4,89,false,418,183,29,206,4
Abel Smith St,2026-04-09,18,4,90,false,282,105,16,161,4
Abel Smith St,2026-04-09,19,4,91,false,206,68,6,132,4
Abel Smith St,2026-04-09,20,4,92,false,143,51,5,87,4
Abel Smith St,2026-04-09,21,4,93,false,316,43,3,270,4
Abel Smith St,2026-04-09,22,4,94,false,146,39,1,106,4
Abel Smith St,2026-04-09,23,4,95,false,69,15,1,53,3
Abel Smith St,2026-04-10,0,5,96,false,46,13,1,32,3
Abel Smith St,2026-04-10,1,5,97,false,20,2,,18,3
Abel Smith St,2026-04-10,2,5,98,false,21,6,,15,3
Abel Smith St,2026-04-10,3,5,99,false,12,,1,11,1
Abel Smith St,2026-04-10,4,5,100,false,15,1,,14,2
Abel Smith St,2026-04-10,5,5,101,false,22,5,,17,3
Abel Smith St,2026-04-10,6,5,102,false,81,31,2,48,4
Abel Smith St,2026-04-10,7,5,103,false,290,115,9,166,4
Abel Smith St,2026-04-10,8,5,104,false,364,138,7,219,4
Abel Smith St,2026-04-10,9,5,105,false,284,94,3,187,4
Abel Smith St,2026-04-10,10,5,106,false,277,108,5,164,4
Abel Smith St,2026-04-10,11,5,107,false,303,117,8,178,4
Abel Smith St,2026-04-10,12,5,108,false,302,128,2,172,4
Abel Smith St,2026-04-10,13,5,109,false,328,139,4,185,4
Abel Smith St,2026-04-10,14,5,110,false,317,135,3,179,4
Abel Smith St,2026-04-10,15,5,111,false,301,160,4,137,4
Abel Smith St,2026-04-10,16,5,112,false,440,299,12,129,4
Abel Smith St,2026-04-10,17,5,113,false,458,223,28,207,4
Abel Smith St,2026-04-10,18,5,114,false,293,122,11,160,4
Abel Smith St,2026-04-10,19,5,115,false,176,69,2,105,3
Abel Smith St,2026-04-10,20,5,116,false,155,51,5,99,4
Abel Smith St,2026-04-10,21,5,117,false,137,52,2,83,4
Abel Smith St,2026-04-10,22,5,118,false,86,31,1,54,4
Abel Smith St,2026-04-10,23,5,119,false,93,39,3,51,3
Abel Smith St,2026-04-11,0,6,120,true,152,93,2,57,4
Abel Smith St,2026-04-11,1,6,121,true,121,55,1,65,4
Abel Smith St,2026-04-11,2,6,122,true,70,25,1,44,4
Abel Smith St,2026-04-11,3,6,123,true,36,12,1,23,4
Abel Smith St,2026-04-11,4,6,124,true,28,6,,22,3
Abel Smith St,2026-04-11,5,6,125,true,10,4,,6,3
Abel Smith St,2026-04-11,6,6,126,true,40,9,,31,4
Abel Smith St,2026-04-11,7,6,127,true,71,33,2,36,4
Abel Smith St,2026-04-11,8,6,128,true,139,63,3,73,4
Abel Smith St,2026-04-11,9,6,129,true,246,116,5,125,4
Abel Smith St,2026-04-11,10,6,130,true,238,107,2,129,4
Abel Smith St,2026-04-11,11,6,131,true,336,151,14,171,4
Abel Smith St,2026-04-11,12,6,132,true,334,150,12,172,4
Abel Smith St,2026-04-11,13,6,133,true,309,153,5,151,4
Abel Smith St,2026-04-11,14,6,134,true,297,147,3,147,4
Abel Smith St,2026-04-11,15,6,135,true,315,157,7,151,4
Abel Smith St,2026-04-11,16,6,136,true,303,129,9,165,4
Abel Smith St,2026-04-11,17,6,137,true,309,142,6,161,4
Abel Smith St,2026-04-11,18,6,138,true,246,88,5,153,4
Abel Smith St,2026-04-11,19,6,139,true,236,78,8,150,4
Abel Smith St,2026-04-11,20,6,140,true,174,46,3,125,4
Abel Smith St,2026-04-11,21,6,141,true,166,58,3,105,4
Abel Smith St,2026-04-11,22,6,142,true,150,67,3,80,4
Abel Smith St,2026-04-11,23,6,143,true,105,35,1,69,3
Abel Smith St,2026-04-12,0,7,144,true,114,58,2,54,4
Abel Smith St,2026-04-12,1,7,145,true,57,17,,40,4
Abel Smith St,2026-04-12,2,7,146,true,33,11,,22,4
Abel Smith St,2026-04-12,3,7,147,true,52,32,3,17,3
Abel Smith St,2026-04-12,4,7,148,true,51,24,1,26,4
Abel Smith St,2026-04-12,5,7,149,true,37,11,1,25,3
Abel Smith St,2026-04-12,6,7,150,true,16,3,,13,3
Abel Smith St,2026-04-12,7,7,151,true,58,18,,40,4
Abel Smith St,2026-04-12,8,7,152,true,73,16,,57,4
Abel Smith St,2026-04-12,9,7,153,true,118,47,,71,4
Abel Smith St,2026-04-12,10,7,154,true,224,99,5,120,4
Abel Smith St,2026-04-12,11,7,155,true,193,77,1,115,4
Abel Smith St,2026-04-12,12,7,156,true,217,79,1,137,4
Abel Smith St,2026-04-12,13,7,157,true,210,93,1,116,4
Abel Smith St,2026-04-12,14,7,158,true,209,71,1,137,4
Abel Smith St,2026-04-12,15,7,159,true,172,55,1,116,4
Abel Smith St,2026-04-12,16,7,160,true,166,41,,125,4
Abel Smith St,2026-04-12,17,7,161,true,139,27,2,110,4
Abel Smith St,2026-04-12,18,7,162,true,151,26,3,122,4
Abel Smith St,2026-04-12,19,7,163,true,99,23,2,74,4
Abel Smith St,2026-04-12,20,7,164,true,108,20,6,82,4
Abel Smith St,2026-04-12,21,7,165,true,94,22,1,71,4
Abel Smith St,2026-04-12,22,7,166,true,56,14,1,41,3
Abel Smith St,2026-04-12,23,7,167,true,42,9,3,30,4
Abel Smith St,2026-04-13,0,1,0,false,17,2,1,14,2
Abel Smith St,2026-04-13,1,1,1,false,7,2,1,4,3
Abel Smith St,2026-04-13,2,1,2,false,7,2,,5,2
Abel Smith St,2026-04-13,3,1,3,false,11,,2,9,1
Abel Smith St,2026-04-13,4,1,4,false,12,1,4,7,2
Abel Smith St,2026-04-13,5,1,5,false,25,6,,19,4
Abel Smith St,2026-04-13,6,1,6,false,125,33,4,88,4
Abel Smith St,2026-04-13,7,1,7,false,282,109,8,165,4
Abel Smith St,2026-04-13,8,1,8,false,385,136,13,236,4
Abel Smith St,2026-04-13,9,1,9,false,199,59,5,135,4
Abel Smith St,2026-04-13,10,1,10,false,230,73,4,153,4
Abel Smith St,2026-04-13,11,1,11,false,183,70,3,110,4
Abel Smith St,2026-04-13,12,1,12,false,240,87,3,150,4
Abel Smith St,2026-04-13,13,1,13,false,224,92,3,129,4
Abel Smith St,2026-04-13,14,1,14,false,239,92,6,141,4
Abel Smith St,2026-04-13,15,1,15,false,242,92,5,145,4
Abel Smith St,2026-04-13,16,1,16,false,296,147,8,141,4
Abel Smith St,2026-04-13,17,1,17,false,372,184,16,172,4
Abel Smith St,2026-04-13,18,1,18,false,257,121,10,126,4
Abel Smith St,2026-04-13,19,1,19,false,142,39,1,102,4
Abel Smith St,2026-04-13,20,1,20,false,125,36,2,87,4
Abel Smith St,2026-04-13,21,1,21,false,200,34,,166,4
Abel Smith St,2026-04-13,22,1,22,false,116,29,,87,4
Abel Smith St,2026-04-13,23,1,23,false,52,16,,36,4
Abel Smith St,2026-04-14,0,2,24,false,36,5,2,29,3
Abel Smith St,2026-04-14,1,2,25,false,19,3,1,15,3
Abel Smith St,2026-04-14,2,2,26,false,14,2,,12,2
Abel Smith St,2026-04-14,3,2,27,false,19,,,19,2
Abel Smith St,2026-04-14,4,2,28,false,22,4,,18,4
Abel Smith St,2026-04-14,5,2,29,false,49,7,1,41,4
Abel Smith St,2026-04-14,6,2,30,false,128,38,5,85,4
Abel Smith St,2026-04-14,7,2,31,false,292,121,7,164,4
Abel Smith St,2026-04-14,8,2,32,false,485,179,21,285,4
Abel Smith St,2026-04-14,9,2,33,false,279,109,4,166,4
Abel Smith St,2026-04-14,10,2,34,false,237,93,6,138,4
Abel Smith St,2026-04-14,11,2,35,false,211,91,4,116,4
Abel Smith St,2026-04-14,12,2,36,false,253,100,4,149,4
Abel Smith St,2026-04-14,13,2,37,false,260,103,11,146,4
Abel Smith St,2026-04-14,14,2,38,false,459,99,6,354,4
Abel Smith St,2026-04-14,15,2,39,false,241,92,12,137,4
Abel Smith St,2026-04-14,16,2,40,false,326,163,18,145,4
Abel Smith St,2026-04-14,17,2,41,false,406,200,24,182,4
Abel Smith St,2026-04-14,18,2,42,false,248,89,11,148,4
Abel Smith St,2026-04-14,19,2,43,false,178,67,5,106,4
Abel Smith St,2026-04-14,20,2,44,false,146,45,1,100,4
Abel Smith St,2026-04-14,21,2,45,false,139,51,4,84,4
Abel Smith St,2026-04-14,22,2,46,false,91,43,2,46,4
Abel Smith St,2026-04-14,23,2,47,false,37,9,,28,4
Abel Smith St,2026-04-15,0,3,48,false,17,6,,11,4
Abel Smith St,2026-04-15,1,3,49,false,13,6,,7,4
Abel Smith St,2026-04-15,2,3,50,false,7,3,,4,3
Abel Smith St,2026-04-15,3,3,51,false,7,3,,4,3
Abel Smith St,2026-04-15,4,3,52,false,8,3,,5,3
Abel Smith St,2026-04-15,5,3,53,false,25,6,1,18,4
Abel Smith St,2026-04-15,6,3,54,false,115,34,5,76,4
Abel Smith St,2026-04-15,7,3,55,false,312,119,10,183,4
Abel Smith St,2026-04-15,8,3,56,false,446,179,17,250,4
Abel Smith St,2026-04-15,9,3,57,false,318,107,7,204,4
Abel Smith St,2026-04-15,10,3,58,false,242,99,9,134,4
Abel Smith St,2026-04-15,11,3,59,false,227,108,5,114,4
Abel Smith St,2026-04-15,12,3,60,false,238,101,3,134,4
Abel Smith St,2026-04-15,13,3,61,false,273,93,7,173,4
Abel Smith St,2026-04-15,14,3,62,false,271,134,8,129,4
Abel Smith St,2026-04-15,15,3,63,false,259,117,6,136,4
Abel Smith St,2026-04-15,16,3,64,false,298,153,21,124,4
Abel Smith St,2026-04-15,17,3,65,false,419,205,27,187,4
Abel Smith St,2026-04-15,18,3,66,false,309,129,11,169,4
Abel Smith St,2026-04-15,19,3,67,false,210,78,6,126,4
Abel Smith St,2026-04-15,20,3,68,false,163,61,3,99,4
Abel Smith St,2026-04-15,21,3,69,false,111,45,3,63,4
Abel Smith St,2026-04-15,22,3,70,false,71,29,1,41,4
Abel Smith St,2026-04-15,23,3,71,false,42,22,,20,4
Abel Smith St,2026-04-16,0,4,72,false,16,1,1,14,3
Abel Smith St,2026-04-16,1,4,73,false,16,11,,5,3
Abel Smith St,2026-04-16,2,4,74,false,4,,1,3,1
Abel Smith St,2026-04-16,3,4,75,false,5,1,,4,1
Abel Smith St,2026-04-16,4,4,76,false,12,4,1,7,3
Abel Smith St,2026-04-16,5,4,77,false,29,4,,25,3
Abel Smith St,2026-04-16,6,4,78,false,112,49,3,60,4
Abel Smith St,2026-04-16,7,4,79,false,300,120,8,172,4
Abel Smith St,2026-04-16,8,4,80,false,441,166,18,257,4
Abel Smith St,2026-04-16,9,4,81,false,309,99,9,201,4
Abel Smith St,2026-04-16,10,4,82,false,248,91,7,150,4
Abel Smith St,2026-04-16,11,4,83,false,245,108,3,134,4
Abel Smith St,2026-04-16,12,4,84,false,234,97,5,132,4
Abel Smith St,2026-04-16,13,4,85,false,236,92,9,135,4
Abel Smith St,2026-04-16,14,4,86,false,276,108,8,160,4
Abel Smith St,2026-04-16,15,4,87,false,210,86,8,116,4
Abel Smith St,2026-04-16,16,4,88,false,288,141,11,136,4
Abel Smith St,2026-04-16,17,4,89,false,397,198,32,167,4
Abel Smith St,2026-04-16,18,4,90,false,238,86,7,145,4
Abel Smith St,2026-04-16,19,4,91,false,168,55,11,102,4
Abel Smith St,2026-04-16,20,4,92,false,159,52,1,106,4
Abel Smith St,2026-04-16,21,4,93,false,120,36,6,78,4
Abel Smith St,2026-04-16,22,4,94,false,92,29,3,60,4
Abel Smith St,2026-04-16,23,4,95,false,29,5,2,22,3
Abel Smith St,2026-04-17,0,5,96,false,22,5,,17,4
Abel Smith St,2026-04-17,1,5,97,false,8,3,,5,2
Abel Smith St,2026-04-17,2,5,98,false,3,,,3,3
Abel Smith St,2026-04-17,3,5,99,false,6,2,,4,3
Abel Smith St,2026-04-17,4,5,100,false,15,4,2,9,3
Abel Smith St,2026-04-17,5,5,101,false,30,5,,25,2
Abel Smith St,2026-04-17,6,5,102,false,103,36,3,64,4
Abel Smith St,2026-04-17,7,5,103,false,286,112,12,162,4
Abel Smith St,2026-04-17,8,5,104,false,381,133,18,230,4
Abel Smith St,2026-04-17,9,5,105,false,293,92,12,189,4
Abel Smith St,2026-04-17,10,5,106,false,226,85,5,136,4
Abel Smith St,2026-04-17,11,5,107,false,258,111,4,143,4
Abel Smith St,2026-04-17,12,5,108,false,294,151,8,135,4
Abel Smith St,2026-04-17,13,5,109,false,250,105,6,139,4
Abel Smith St,2026-04-17,14,5,110,false,299,118,10,171,4
Abel Smith St,2026-04-17,15,5,111,false,250,113,7,130,4
Abel Smith St,2026-04-17,16,5,112,false,272,111,17,144,4
Abel Smith St,2026-04-17,17,5,113,false,392,178,18,196,4
Abel Smith St,2026-04-17,18,5,114,false,243,77,4,162,4
Abel Smith St,2026-04-17,19,5,115,false,190,73,3,114,4
Abel Smith St,2026-04-17,20,5,116,false,161,46,5,110,4
Abel Smith St,2026-04-17,21,5,117,false,109,29,5,75,4
Abel Smith St,2026-04-17,22,5,118,false,117,34,2,81,4
Abel Smith St,2026-04-17,23,5,119,false,76,24,2,50,4
Abel Smith St,2026-04-18,0,6,120,true,56,16,1,39,4
Abel Smith St,2026-04-18,1,6,121,true,34,10,1,23,4
Abel Smith St,2026-04-18,2,6,122,true,24,3,1,20,2
Abel Smith St,2026-04-18,3,6,123,true,9,1,,8,2
Abel Smith St,2026-04-18,4,6,124,true,15,,,15,1
Abel Smith St,2026-04-18,5,6,125,true,25,7,1,17,4
Abel Smith St,2026-04-18,6,6,126,true,37,6,,31,4
Abel Smith St,2026-04-18,7,6,127,true,53,13,,40,4
Abel Smith St,2026-04-18,8,6,128,true,114,37,,77,4
Abel Smith St,2026-04-18,9,6,129,true,190,74,4,112,4
Abel Smith St,2026-04-18,10,6,130,true,228,77,5,146,4
Abel Smith St,2026-04-18,11,6,131,true,244,107,1,136,4
Abel Smith St,2026-04-18,12,6,132,true,295,143,,152,4
Abel Smith St,2026-04-18,13,6,133,true,242,80,1,161,4
Abel Smith St,2026-04-18,14,6,134,true,255,103,3,149,4
Abel Smith St,2026-04-18,15,6,135,true,196,57,1,138,4
Abel Smith St,2026-04-18,16,6,136,true,263,79,5,179,4
